x,y,pts_crs,naip_id,aoi,r,g,b,nir,ndvi,year,month,day_in_year,iceplant,r_avg13,r_entr13,g_avg13,g_entr13,b_avg13,b_entr13,nir_avg13,nir_entr13,ndvi_avg13,ndvi_entr13
-119.8704604973968,34.4137572516992,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,67,81,68,179,0.4552845528455284,2020,5,142,0.0,62.284023,3.5904098,78.81657,3.909208,65.72781,2.5600603,175.80473,4.411816,0.4733728,2.4915984
-119.84801385935629,34.408003023192656,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,89,92,78,166,0.3019607843137254,2020,5,142,0.0,82.27811,5.1410747,89.71597,4.613071,77.49704,4.3758435,142.49112,5.710215,0.2662722,4.875076
-119.869213706475,34.41527187410374,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,101,112,91,174,0.2654545454545454,2020,5,142,0.0,103.14793,5.1379294,110.2071,4.2803946,94.4142,4.6900477,145.76923,4.610547,0.14201184,4.7170625
-119.87210253567228,34.412220249724264,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,100,103,89,158,0.2248062015503876,2020,5,142,0.0,108.62722,5.7799234,112.36687,5.553518,97.52071,5.3765407,142.74556,5.540732,0.13017751,4.9576316
-119.85354185264488,34.41586941645951,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,85,96,80,169,0.3307086614173228,2020,5,142,0.0,80.68639,5.13639,89.26035,5.1058197,81.55029,4.8002963,143.74556,5.7218328,0.2662722,4.9044104
-119.87356462726903,34.4125418615954,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,77,92,68,170,0.3765182186234818,2020,5,142,0.0,70.21893,4.6299396,91.43787,4.3073554,67.73965,3.4620743,172.08876,4.235281,0.42011833,3.9871964
-119.8505933350037,34.40985649544254,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,66,86,70,170,0.4406779661016949,2020,5,142,0.0,72.3787,4.871108,89.55029,4.586834,74.26627,4.0250444,153.0355,5.236621,0.35502958,4.433914
-119.8710268514975,34.413024186478886,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,73,87,67,175,0.4112903225806452,2020,5,142,0.0,68.43195,4.984638,87.8284,4.8012757,70.15976,4.079432,166.18343,4.9570327,0.40828404,4.1277175
-119.84801626334104,34.40840448864756,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,73,82,73,177,0.416,2020,5,142,0.0,73.57988,5.086353,78.91124,4.4470086,74.55029,3.9974508,152.7929,5.201532,0.34911242,4.3674073
-119.87115913496052,34.416077637392185,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,124,111,92,147,0.084870848708487,2020,5,142,0.0,128.47337,4.5159335,123.11243,4.8613434,108.05325,4.771674,136.18343,5.072274,0.01775148,4.1282845
-119.87328531616,34.41222655038788,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,88,96,74,166,0.3070866141732283,2020,5,142,0.0,88.60947,4.6152716,99.85799,4.3195686,75.34911,3.5882392,167.31952,4.4522705,0.30769232,4.0296006
-119.86920614684406,34.41313679084322,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,96,97,80,166,0.2671755725190839,2020,5,142,0.0,92.64497,5.3385577,96.0,4.5913396,78.06509,4.277539,165.98816,4.867388,0.28402367,4.680899
-119.85046351982665,34.40857757555027,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,90,99,79,172,0.3129770992366412,2020,5,142,0.0,84.62722,5.3172626,93.17751,4.954282,76.70414,4.6991467,154.82248,4.871516,0.27218935,4.6867843
-119.83707331409262,34.420696081117484,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,132,128,103,149,0.0604982206405693,2020,5,142,0.0,125.55621,4.9929442,123.31953,4.7488155,105.64497,4.7029595,143.64497,5.274361,0.0591716,4.2484374
-119.87355221344195,34.41227248154803,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,97,103,80,161,0.2480620155038759,2020,5,142,0.0,91.05325,5.0944533,99.69231,4.5066204,76.50887,4.1950355,161.9645,4.3992076,0.2781065,4.546215
-119.87437649155927,34.41244751650969,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,113,122,95,171,0.204225352112676,2020,5,142,0.0,97.73965,5.27841,110.14201,4.894195,95.01183,5.002196,131.11243,5.7142687,0.112426035,5.351035
-119.81207388605996,34.42247872542982,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,61,75,70,136,0.3807106598984771,2020,5,142,0.0,111.81657,5.6657944,115.99408,5.4868937,102.42012,5.457001,147.60947,5.886464,0.13609467,5.166647
-119.87306993865948,34.412099454361645,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,107,104,82,168,0.2218181818181818,2020,5,142,0.0,95.48521,5.3762984,97.12426,4.9235682,80.24852,4.7647896,146.42604,5.0879774,0.20710059,4.8209805
-119.8371388048511,34.41899332139741,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,105,108,89,165,0.2222222222222222,2020,5,142,0.0,111.05325,5.1928554,114.16568,4.6253166,94.37278,4.7309365,161.86983,4.996682,0.18343195,4.8990226
-119.81588425835344,34.422264842087465,EPSG:4326,ca_m_3411934_sw_11_060_20200521,campus_lagoon,107,102,88,149,0.1640625,2020,5,142,0.0,88.87574,5.319975,93.07692,4.810384,82.45562,4.4364243,156.86983,5.145413,0.2781065,4.8886027
-119.52996818759156,34.4004931746523,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,90,90,76,151,0.2531120331950207,2020,5,142,0.0,111.69231,5.3350606,110.92899,5.478013,98.4142,4.8620367,148.14201,4.96933,0.15384616,4.74578
-119.53705353962876,34.39969286306421,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,93,109,90,147,0.225,2020,5,142,0.0,74.52663,5.0798383,89.23077,4.870329,78.69823,4.1494107,83.2071,5.305959,-0.088757396,5.0543466
-119.5303161678761,34.40081157661265,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,100,96,78,157,0.2217898832684824,2020,5,142,0.0,93.23077,5.094801,94.66272,4.626942,78.81657,4.440904,143.1361,5.138874,0.21301775,4.6239996
-119.55330448676052,34.4170461145462,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,90,106,110,142,0.2241379310344827,2020,5,142,0.0,146.31952,5.9856324,153.66864,5.8742156,154.74556,5.9592566,149.53847,5.7047887,0.01775148,4.555879
-119.50055413698529,34.38759370281836,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,90,87,76,127,0.1705069124423963,2020,5,142,0.0,105.81065,5.194827,100.19527,4.8286586,87.13018,4.614298,141.21893,4.9615126,0.147929,4.4854913
-119.51403502330648,34.39590328172135,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,121,125,129,98,-0.1050228310502283,2020,5,142,0.0,109.30769,4.924001,120.25444,4.564321,112.65089,4.9923697,124.55029,5.280097,0.04733728,4.752232
-119.54808856695446,34.40828240181644,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,144,133,112,169,0.0798722044728434,2020,5,142,0.0,113.86391,5.610725,115.35503,5.0178604,101.54438,4.890166,158.01184,5.5029917,0.16568047,4.771452
-119.50407870578503,34.391240281601306,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,132,117,114,154,0.0769230769230769,2020,5,142,0.0,108.15976,5.6376753,106.83432,5.6112995,97.66272,5.4455557,152.26627,4.8496447,0.18934911,4.706903
-119.50235412895454,34.389106692595426,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,77,90,74,169,0.3739837398373983,2020,5,142,0.0,81.95858,4.8490095,87.97041,4.138095,75.18343,4.2228174,147.6213,5.175528,0.28402367,4.475152
-119.5332535538434,34.39845396378908,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,91,99,74,150,0.2448132780082987,2020,5,142,0.0,74.54438,5.10779,84.81065,4.8340225,70.07101,4.1992226,139.91124,4.108996,0.30769232,4.448325
-119.51165044841086,34.38794436068073,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,88,99,74,165,0.3043478260869565,2020,5,142,0.0,101.49113,5.46391,107.87574,5.0155807,87.06509,4.7703013,156.00592,5.2577133,0.21301775,4.9488134
-119.51256174577362,34.38812987478671,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,91,96,83,143,0.2222222222222222,2020,5,142,0.0,108.11243,5.5422707,116.73373,5.1318235,101.18343,5.093798,154.4497,5.474045,0.17751479,5.131848
-119.55502098400984,34.41946821506586,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,119,113,100,129,0.0403225806451612,2020,5,142,0.0,106.78107,5.3194995,110.44971,4.91695,94.1716,4.6967926,140.07692,5.3561153,0.13609467,4.558357
-119.5538537619512,34.4173959322654,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,157,164,162,139,-0.0608108108108108,2020,5,142,0.0,143.50296,5.700104,151.78699,5.8985953,151.45563,5.7346187,152.66272,5.6478105,0.03550296,4.6071844
-119.55825784754111,34.42031950027592,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,104,103,92,133,0.1223628691983122,2020,5,142,0.0,88.02367,5.118667,97.44379,4.7536902,80.74556,4.3723874,145.14201,5.4609127,0.24260356,4.4986296
-119.49874774760556,34.38690842701432,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,69,85,68,128,0.299492385786802,2020,5,142,0.0,75.15385,4.659113,90.21893,4.7011065,72.86982,4.3893037,143.94083,5.5590863,0.30769232,4.4568634
-119.53014099727424,34.39656870960402,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,104,111,86,160,0.2121212121212121,2020,5,142,0.0,101.25444,5.0563426,107.97633,5.044788,96.60355,4.4037004,137.17752,5.4765544,0.1597633,4.6229877
-119.53360397174808,34.3982606297727,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,129,127,115,134,0.0190114068441064,2020,5,142,0.0,122.15385,5.8211184,123.31953,5.6616845,111.0355,5.5850916,142.40828,5.13762,0.088757396,4.558654
-119.54649662432917,34.410978234896746,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,152,150,136,154,0.0065359477124183,2020,5,142,0.0,126.56805,5.868419,131.57988,5.7859488,117.53846,5.7561183,150.28995,5.673729,0.09467456,4.697367
-119.56043347400588,34.418351766058585,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,93,105,76,189,0.3404255319148936,2020,5,142,0.0,85.16568,5.1238265,93.39645,4.9465275,78.18935,4.581817,144.83432,5.6992207,0.26035503,4.360299
-119.53270376023433,34.39761718999945,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,78,91,71,176,0.3858267716535433,2020,5,142,0.0,80.7929,4.182363,84.13609,4.277539,73.48521,3.6769488,150.81657,5.4174933,0.295858,4.4177547
-119.54145895877672,34.40213539926218,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,102,104,90,140,0.1570247933884297,2020,5,142,0.0,90.95266,5.110385,97.36095,4.868766,83.40237,4.711755,139.83432,5.565995,0.20710059,4.584059
-119.55879237546372,34.421299468134016,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,115,121,86,198,0.2651757188498402,2020,5,142,0.0,102.40829,5.505643,104.14793,5.033935,87.99408,4.8444667,143.78107,5.331507,0.16568047,4.8658247
-119.53027267034054,34.40095772833216,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,89,89,77,139,0.219298245614035,2020,5,142,0.0,94.0,4.9212017,92.85799,4.627953,79.56213,4.3371615,148.12427,5.353031,0.21893491,4.6404204
-119.5470594222536,34.41090889736851,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,88,87,83,98,0.053763440860215,2020,5,142,0.0,133.59763,5.983865,134.3787,5.845498,124.21302,5.8985953,146.31361,6.030053,0.04733728,4.3287697
-119.50557983014502,34.38744106797047,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,64,71,68,153,0.4101382488479262,2020,5,142,0.0,67.65089,4.7272534,77.35503,4.6497326,68.99408,3.764982,163.04143,5.079325,0.41420117,3.779312
-119.52890858762512,34.40011213624072,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,58,73,64,152,0.4476190476190476,2020,5,142,0.0,89.27811,5.4250574,97.83432,4.876243,77.36687,4.522181,158.60355,5.1652255,0.28402367,4.7932606
-119.54704937068034,34.41075552641544,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,134,137,120,137,0.011070110701107,2020,5,142,0.0,136.67456,6.030053,138.42012,5.969392,128.6509,5.909614,145.87573,5.915182,0.03550296,4.298365
-119.53135495767948,34.39708079319679,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,108,101,76,147,0.1529411764705882,2020,5,142,0.0,87.29586,5.0594025,95.66864,4.336358,78.36095,4.035023,144.6509,4.8852916,0.24852072,4.67845
-119.54576011920425,34.40485192163744,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,99,120,83,175,0.2773722627737226,2020,5,142,0.0,102.30769,5.2224584,113.75148,5.1214843,97.73965,5.3109527,130.3787,5.6098413,0.088757396,5.059427
-119.54661468665658,34.41082797375273,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,133,132,107,169,0.119205298013245,2020,5,142,0.0,125.91124,5.82634,128.60355,5.767137,113.83432,5.6307664,148.63905,5.514665,0.088757396,4.3149333
-119.55864884481784,34.4192405457655,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,105,109,90,150,0.1764705882352941,2020,5,142,0.0,97.98817,5.3186154,103.24261,4.8524013,84.34319,4.7514653,151.61539,5.5654206,0.21301775,4.627968
-119.53028832945334,34.400781998288466,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,92,98,72,154,0.2520325203252032,2020,5,142,0.0,86.57397,4.508987,87.76331,4.418088,73.0,3.3165665,143.72781,5.161425,0.24852072,3.807047
-119.5599434279778,34.41795767309893,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,99,104,81,148,0.1983805668016194,2020,5,142,0.0,87.87574,5.1654544,96.70414,4.8636856,78.23077,4.479051,152.4793,5.595597,0.2662722,4.8871202
-119.54039034351436,34.4005527128827,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,100,113,90,157,0.2217898832684824,2020,5,142,0.0,90.75739,5.3195243,101.33728,4.7222695,87.50296,4.6774673,105.65089,5.12023,-0.03550296,5.093798
-119.53161021470424,34.3967653119898,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,78,96,75,168,0.3658536585365853,2020,5,142,0.0,92.13609,5.2649074,104.73373,4.8032413,88.01183,4.840717,155.43787,5.2436104,0.27218935,4.95212
-119.54785223945844,34.407692826905325,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,82,97,81,155,0.3080168776371308,2020,5,142,0.0,101.94083,5.6484656,106.05325,5.0626273,91.05325,4.7728477,149.0651,5.3109527,0.18934911,5.001824
-119.5421878425276,34.40261302956992,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,78,85,73,132,0.2571428571428571,2020,5,142,0.0,89.6213,4.461724,97.33728,4.4193273,81.3787,4.0968127,143.31952,5.189259,0.22485207,4.0617075
-119.50403616989108,34.38568033049332,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,101,96,84,150,0.1952191235059761,2020,5,142,0.0,101.51479,4.932882,100.92308,4.7442346,88.36687,4.724768,137.98225,5.659484,0.147929,4.6138587
-119.51942085030512,34.396146229082866,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,91,94,94,97,0.0319148936170212,2020,5,142,0.0,87.40237,5.0258083,94.92308,4.592094,92.31361,5.0121264,132.30177,5.673074,0.17159763,5.17604
-119.51147169918062,34.3904151504589,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,127,124,111,178,0.1672131147540983,2020,5,142,0.0,117.85799,5.4669943,117.77515,5.2607107,109.98817,5.292141,156.10059,5.157457,0.147929,4.9882345
-119.53151354769604,34.39678041620982,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,65,93,69,178,0.4650205761316872,2020,5,142,0.0,95.34319,5.6521487,106.85799,5.159083,93.02367,4.9743614,145.7219,5.5334525,0.22485207,4.9673095
-119.53174917352848,34.39823646302065,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,109,108,92,153,0.1679389312977099,2020,5,142,0.0,121.43195,5.543383,121.23669,5.5178914,108.47929,5.3568316,144.11243,4.9809794,0.10059172,4.5223064
-119.54407888282924,34.409867586785104,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,80,95,82,151,0.3073593073593073,2020,5,142,0.0,124.51479,5.521117,126.34911,5.457088,112.53255,5.2654195,159.48521,4.9155574,0.14201184,4.684585
-119.54317544269516,34.40472007577124,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,89,98,82,96,0.0378378378378378,2020,5,142,0.0,95.49704,5.169873,103.73965,4.862969,86.48521,4.4995165,126.61539,5.8227444,0.12426036,5.1231713
-119.51727068682642,34.39477612190685,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,80,93,68,189,0.4052044609665427,2020,5,142,0.0,71.55029,4.6020613,86.61539,4.6137004,69.4142,3.8432927,173.81657,5.4041324,0.41420117,3.995942
-119.51234067045718,34.390299572998465,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,100,113,76,186,0.3006993006993007,2020,5,142,0.0,93.85207,5.3725605,105.02367,4.9351,88.08284,4.891088,156.78699,5.151519,0.2366864,4.9597697
-119.52959932848994,34.398838528399295,EPSG:4326,ca_m_3411936_se_11_060_20200521,carpinteria,88,98,83,153,0.2697095435684647,2020,5,142,0.0,79.31953,5.1699343,92.24852,4.466847,74.63313,4.1780877,144.27219,4.915876,0.28994083,4.4303975
-120.20224027324934,34.471414114910104,EPSG:4326,ca_m_3412039_nw_10_060_20200522,gaviota,99,123,97,187,0.3076923076923077,2020,5,143,1.0,151.071,5.58024,151.61539,4.807097,137.95267,5.5020223,169.04143,4.912446,0.06508876,4.5172977
-120.21355572478976,34.47363919725038,EPSG:4326,ca_m_3412039_nw_10_060_20200522,gaviota,136,124,93,163,0.0903010033444816,2020,5,143,1.0,139.86983,4.8329973,130.1361,4.4104047,107.86391,4.752782,158.18935,4.1125007,0.0591716,3.8661056
-120.20065578472916,34.47137843304558,EPSG:4326,ca_m_3412039_nw_10_060_20200522,gaviota,139,132,123,156,0.0576271186440678,2020,5,143,1.0,123.52663,5.9551473,123.22485,5.673729,112.40829,5.5361648,155.10059,4.947497,0.13017751,5.0352516
-120.19832563050706,34.473238930589105,EPSG:4326,ca_m_3412039_nw_10_060_20200522,gaviota,121,128,107,158,0.1326164874551971,2020,5,143,1.0,141.0651,5.7723594,136.50888,5.6121836,126.27811,5.87099,154.4142,5.2580595,0.04733728,5.0436983
-120.22787643626204,34.47116903277334,EPSG:4326,ca_m_3412039_nw_10_060_20200522,gaviota,120,118,94,167,0.1637630662020905,2020,5,143,1.0,139.70415,5.3784986,139.86983,5.6077037,123.66272,5.7436414,165.98816,3.9454265,0.088757396,4.427147
-120.19847235031672,34.473256921703644,EPSG:4326,ca_m_3412039_nw_10_060_20200522,gaviota,105,105,94,140,0.1428571428571428,2020,5,143,1.0,132.18343,5.491744,130.48521,5.278843,113.0355,5.2580595,160.68639,5.011384,0.09467456,4.7141824
-120.19073084073696,34.47173432756474,EPSG:4326,ca_m_3412039_nw_10_060_20200522,gaviota,125,124,102,160,0.1228070175438596,2020,5,143,1.0,125.50887,5.312783,124.97041,4.966735,104.09467,4.970622,153.92308,5.024375,0.10059172,4.380383
-120.19881924274613,34.473108579748235,EPSG:4326,ca_m_3412039_nw_10_060_20200522,gaviota,125,115,101,153,0.1007194244604316,2020,5,143,1.0,131.81657,5.309328,125.34319,5.080437,106.04734,5.1253715,157.49112,4.8521166,0.088757396,4.5871553
-120.21515582713566,34.47308770385253,EPSG:4326,ca_m_3412039_nw_10_060_20200522,gaviota,132,122,98,160,0.0958904109589041,2020,5,143,1.0,126.71006,4.2351937,121.17751,3.838814,100.50296,4.742406,153.6923,5.087607,0.088757396,4.1568575
-120.2294134938314,34.471572444496815,EPSG:4326,ca_m_3412039_nw_10_060_20200522,gaviota,126,132,87,177,0.1683168316831683,2020,5,143,1.0,117.63313,4.572158,125.59171,4.142028,90.01183,4.13005,168.5207,3.9842305,0.17751479,3.9000454
-120.21615476548467,34.473010808985265,EPSG:4326,ca_m_3412039_nw_10_060_20200522,gaviota,121,117,92,157,0.1294964028776978,2020,5,143,1.0,121.39053,4.5540442,117.59763,3.9417086,94.69231,4.4411983,157.11835,4.156871,0.12426036,3.664601
-120.2138893247925,34.47363614818826,EPSG:4326,ca_m_3412039_nw_10_060_20200522,gaviota,106,118,82,177,0.2508833922261484,2020,5,143,1.0,94.99408,5.547493,102.93491,5.231109,82.10651,4.685774,164.7219,4.661455,0.2781065,4.6934795
-120.21508814772628,34.47309327183736,EPSG:4326,ca_m_3412039_nw_10_060_20200522,gaviota,119,124,88,175,0.1904761904761904,2020,5,143,1.0,124.24261,4.7898307,122.15385,4.175736,99.01183,4.74976,161.15384,4.7748437,0.12426036,4.4055424
-120.2204498200024,34.4733014872125,EPSG:4326,ca_m_3412039_nw_10_060_20200522,gaviota,88,101,79,178,0.3383458646616541,2020,5,143,1.0,95.76923,5.175156,109.39053,4.8341646,87.60355,4.3411202,161.33728,4.447645,0.24852072,4.4264674
-120.21348336161712,34.4736052981853,EPSG:4326,ca_m_3412039_nw_10_060_20200522,gaviota,128,121,95,162,0.1172413793103448,2020,5,143,1.0,143.8284,5.16237,135.4497,4.90145,113.43195,5.0697036,155.05325,4.5986753,0.03550296,4.262694
-120.21658440510114,34.47311759303827,EPSG:4326,ca_m_3412039_nw_10_060_20200522,gaviota,107,114,95,162,0.2044609665427509,2020,5,143,1.0,126.77515,5.1033344,131.27219,4.668239,120.71597,5.282093,143.56213,5.341129,0.06508876,4.8092346
-120.22793485480264,34.471293095514795,EPSG:4326,ca_m_3412039_nw_10_060_20200522,gaviota,142,136,103,175,0.1041009463722397,2020,5,143,1.0,139.95267,5.571217,143.81065,5.404646,121.65089,5.4371886,160.63313,4.8922005,0.07692308,4.9279447
-120.2278357382106,34.4711875759521,EPSG:4326,ca_m_3412039_nw_10_060_20200522,gaviota,102,105,82,171,0.2527472527472527,2020,5,143,1.0,137.15976,5.2665315,135.8935,4.9794407,119.63905,5.1876335,163.26036,4.244483,0.09467456,4.654918
-120.22953717407763,34.47162689074217,EPSG:4326,ca_m_3412039_nw_10_060_20200522,gaviota,115,120,93,155,0.1481481481481481,2020,5,143,1.0,111.07101,4.9568043,118.18935,4.9434433,94.09467,4.622005,154.46745,5.4113507,0.16568047,4.0444045
-120.20030719635848,34.47491413123767,EPSG:4326,ca_m_3412039_nw_10_060_20200522,gaviota,123,115,87,169,0.1575342465753424,2020,5,143,1.0,136.2071,5.1777267,127.40237,5.0131516,102.14201,4.991727,167.46153,4.699814,0.10059172,4.4943337
-120.18469334059196,34.47131582946515,EPSG:4326,ca_m_3412039_nw_10_060_20200522,gaviota,120,123,89,176,0.1891891891891892,2020,5,143,1.0,131.11243,4.635965,125.57397,3.8904836,100.55621,4.203597,162.5503,4.623654,0.10650887,3.886889
-120.2138812792797,34.47361830065153,EPSG:4326,ca_m_3412039_nw_10_060_20200522,gaviota,128,126,90,177,0.160655737704918,2020,5,143,1.0,118.20119,5.570618,117.72189,5.1206007,97.23077,5.2354717,159.3432,4.7903423,0.15384616,4.798254
-120.19895372746316,34.47309164571053,EPSG:4326,ca_m_3412039_nw_10_060_20200522,gaviota,132,118,106,166,0.1140939597315436,2020,5,143,1.0,148.30177,5.6663933,140.31361,5.342241,127.4142,5.566879,154.43787,4.9402537,0.02366864,4.754574
-120.22949294285512,34.47159890775956,EPSG:4326,ca_m_3412039_nw_10_060_20200522,gaviota,116,130,93,168,0.1830985915492957,2020,5,143,1.0,112.73965,4.821032,119.47929,4.6780553,91.24261,4.506131,157.9349,5.1672215,0.16568047,3.780539
-120.229441936534,34.47167140784567,EPSG:4326,ca_m_3412039_nw_10_060_20200522,gaviota,95,109,82,171,0.2857142857142857,2020,5,143,1.0,126.73373,5.374328,133.9349,5.129457,114.81657,4.813046,156.91716,4.5957193,0.112426035,5.191743
-120.21505066988335,34.47307693701287,EPSG:4326,ca_m_3412039_nw_10_060_20200522,gaviota,142,134,128,139,-0.0106761565836298,2020,5,143,1.0,132.49112,5.5840034,129.83432,5.361912,114.25444,5.6997952,150.82248,5.182949,0.06508876,4.930695
-120.229438905751,34.471603772574284,EPSG:4326,ca_m_3412039_nw_10_060_20200522,gaviota,115,125,82,177,0.2123287671232876,2020,5,143,1.0,117.59171,4.472168,125.55621,3.8468177,88.27811,4.064563,171.31952,3.7766411,0.18343195,3.6784446
-120.21539872039988,34.47313982558898,EPSG:4326,ca_m_3412039_nw_10_060_20200522,gaviota,119,120,83,175,0.1904761904761904,2020,5,143,1.0,112.59171,4.5568624,116.52071,3.5270371,92.25444,4.289661,163.37279,4.339634,0.17751479,3.75569
-120.22944920087748,34.47164058775754,EPSG:4326,ca_m_3412039_nw_10_060_20200522,gaviota,112,122,85,175,0.2195121951219512,2020,5,143,1.0,108.93491,4.908644,120.07692,4.175337,86.86982,3.891232,172.26627,3.15066,0.22485207,4.0238924
-120.19883045422964,34.4730991222888,EPSG:4326,ca_m_3412039_nw_10_060_20200522,gaviota,115,106,88,156,0.1512915129151291,2020,5,143,1.0,131.32544,5.3436995,125.28403,5.024375,105.57988,5.0352516,162.6568,4.6460385,0.112426035,4.5258827
